Title,Posting URL,Price,Location,Posted on,Post Time,Updated on,Update time,Description
rims,http://albany.craigslist.org/wto/5680247207.html,$350, (SCHENECTADY),2016-07-12,21:53:21,N/A,,"
18 inc rims they factory 2015 mitsubishi spider they fit honda,mazda,toyota,and more they got one more summer in the tires clean wheels 350 best ofer 
show contact info
"
2015 Honda CRF450R Dirtbike Like new condition never been raced,http://albany.craigslist.org/mcd/5683971061.html,$5495," (Ticonderoga, NY)",2016-07-15,09:38:19,2016-08-09,14:24:03,"
2015 Honda CRF450R
Dirtbike liquid cooled 4 Stroke
Fuel injected
in like new condition never been raced.
amazing solid price
call today or stop in 
 show contact info

$5495.00
"
2012 *Honda Odyssey* EX-L w/Navi 4dr Mini Van w/Navi - Honda Maroon,http://albany.craigslist.org/ctd/5719085955.html,$25997," (East Greenbush, NY)",2016-08-06,09:31:12,N/A,,"
  2012 **Honda Odyssey** EX-L w/Navi 4dr Mini Van w/Navi

Michael's Auto Plaza ☎ Phone:(518) 730-4202 ext: 0011

 Year: *2012*
Make: *Honda*
Model: *Odyssey*
Series *EX-L w/Navi 4dr Mini Van w/Navi*
Exterior Color: Maroon
Interior Color: Gray
Engine: 3.5L V6
Doors: 
Odometer: 37481
Stock #: 10309
VIN: 5FNRL5H66CB100470
Price: 25997 
**Honda Odyssey**, Take a look at this ONE OWNER Clean Carfax 2012 Honda Odyssey EX-L, Maroon with Gray Leather Interior, 37k miles, Third Row Seating, Entertainment Package/DVD, Navigation, Power Sunroof, Power Liftgate, Backup Camera, Heated Seats, Power Sliding Doors, Portable Audio Connection, Bluetooth, Satellite Radio, Stereo Controls on the Wheel, Luggage Rack, Keyless Entry, Power Windows, Locks & Mirrors. A/C, Cruise, Tilt, CD.       Trades Welcome - All Reasonable Offers Considered!!! We ship our vehicles worldwide, please call us for a shipping quote. WE OFFER GUARANTEED CREDIT PROGRAMS!!!! Call Toll FRE or TEXT anytim!! FREE Carfax available on any vehicle! Call for your copy today! FINANCING for ALL needs! Rates From 2.74% APR if credit qualified! Great rates for the credit challenged too!       AD CREATED BY AUTOMOTIVE ENHANCEMENT              PHON       Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees, and emission testing and compliance charges., 2012 **Honda Odyssey** EX-L w/Navi 4dr Mini Van w/Navi
   For more information on this 2012 **Honda Odyssey** EX-L w/Navi 4dr Mini Van w/Navi:  

☎ Phone:    (518) 730-4202 ext: 0011
WEB:            http://classifieds.usedcar.zone/r?P=3593682&U;=1
Instant Credit Approval:   http://classifieds.usedcar.zone/r?P=3593682&U;=3


  Good Credit, No Credit, Bad Credit and First-Time Buyers.   We Can Help!!!! 
  Our Special Financing department is here for you.  Call our team at (518) 730-4202 ext: 0011 to get qualified today. You can also apply online at: http://classifieds.usedcar.zone/r?P=3593682&U;=3
This *Honda Odyssey* is offered by:
Michael's Auto Plaza
601 Columbia Tpke
East Greenbush, NY 12061
Phone:  (518) 730-4202 ext: 0011

Store Hours:
Mon - Thur:  9am - 8pm
Friday:  9am - 6pm
Saturday:  9am - 6pm
Sunday:  10am - 5pm

Equipment / Features on this ***Honda Odyssey*** 
Door Handle Color - Chrome Front Bumper Color - Body-Color Grille Color - Chrome Mirror Color - Black Rear Bumper Color - Body-Color Rear Spoiler Rear Spoiler Color - Black Window Trim - Chrome Air Filtration Door Trim - Leather Floor Mat Material - Carpet Floor Material - Carpet Floor Mats - Front Floor Mats - Rear Floor Mats - Third Row Front Air Conditioning - Automatic Climate Control Front Air Conditioning Zones - Dual Rear Air Conditioning - Automatic Climate Control Rear Air Conditioning Zones - Single Rear Heat - Independently Controlled Shift Knob Trim - Leather Steering Wheel Trim - Leather Ambient Lighting Assist Handle - Front Assist Handle - Rear Cargo Area Light Center Console - Front Console With Storage Conversation Mirror Courtesy Lights - Door Cruise Control Cupholders - Front Cupholders - Rear Cupholders - Third Row Dimming Rearview Mirror - Auto Multi-Function Remote - Fuel Filler Door Release Multi-Function Remote - Keyless Entry Multi-Function Remote - Trunk Release One-Touch Windows - 2 Overhead Console - Front Power Outlet(S) - 115V Rear Power Outlet(S) - 12V Rear Power Outlet(S) - Two 12V Front Power Steering Reading Lights - Front Reading Lights - Rear Reading Lights - Third Row Steering Wheel - Tilt And Telescopic Steering Wheel Mounted Controls - Audio Steering Wheel Mounted Controls - Cruise Control Steering Wheel Mounted Controls - Navigation Steering Wheel Mounted Controls - Phone Storage - Ca

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this Honda Odyssey, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Michael's Auto Plaza at (518) 730-4202.
2012 Honda Odyssey EX-L w/Navi 4dr Mini Van w/Navi || 3593682 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Odyssey || EX-L w/Navi 4dr Mini Van w/Navi || Honda Odyssey || Used Cars || East Greenbush || Used Lot || Bad Credit || No Credit || Honda Odyssey EX-L w/Navi 4dr Mini Van w/Navi

Ad created using Automotive Enhancement 518-821-2685 "
2015 Honda Grom (Grom125) Red 4-speed 125cc,http://albany.craigslist.org/mcd/5722476379.html,Not Listed," (Bennington, VT)",2016-08-08,13:53:03,2016-08-16,11:21:31,"
Ronnie's Cycle BenningtonContact: 
 show contact info
ext 110text: 110 to 
 show contact info
for more details


http://6937.motorcyclesforless.net/l/22235808/2/16803737/110


InfoType : SportbikeStock # : 105666DetailsColor : RedCondition : NewDrivetrainEngine Size : 125Transmission : 4-speed
"
2015 HONDA CBR 300,http://albany.craigslist.org/mcy/5717935366.html,$3200," (troy, new york)",2016-08-05,13:49:49,N/A,,"
Brand New. 2015 HONDA CBR 300
Cherry Red
Only 1,800k Miles
"
2008 *Honda Ridgeline* - SIL,http://albany.craigslist.org/ctd/5727386937.html,Not Listed, (Ridgeline - Schenectady),2016-08-11,12:59:03,N/A,,"
  2008 *Honda Ridgeline*   

Available at: Tower Auto Sales ☎ Phone: (518) 303-5054 ext: 0009 ☎

 Year: *2008*
Make: *Honda*
Model: *Ridgeline*
Series **
Exterior Color: SIL
Interior Color: 
Odometer: 77926
Stock #: 
VIN: 2HJYK16218H542786

**Honda Ridgeline**, 2008 Honda Ridgeline  Did you know that the Ridgeline was introduced for the 2006 model year, and quickly became a top seller for Honda? This truck also has a few unique features, like a lockable trunk under the cargo bed that owners like you seem to really love.   You have also picked out a very nice RT that gives you so many additional features just not found on today s competition like a comprehensive list of safety features, including traction control, stability control, ABS with brake assist, seat-mounted side airbags, and full-length side curtain airbags.   You will also love this fuel sipping drive train - a 3.5-liter V6 mated to a five-speed automatic transmission delivers mid 250 hp! Print this page and call us Now. We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call a!, SIL, Stock #: 9282,|VIN: 2HJYK16218H542786, Mileage: 77926, 2008 Honda Ridgeline , **Ridgeline **
Equipment / Features on this *Honda Ridgeline* 


   For more information on this 2008 *Honda Ridgeline* :  


☎ Phone:   (518) 303-5054 ext: 0009
WEB:         http://classifieds.usedcar.zone/r?P=3634218&U;=1


This *Honda Ridgeline* is offered by:
Tower Auto Sales
1806 State St
Schenectady, NY 12304
Phone: ☎ (518) 303-5054 ext: 0009 

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this 2008 Honda Ridgeline , we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Tower Auto Sales at (518) 303-5054.
2008 Honda Ridgeline  || 3634218 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Ridgeline ||  || Honda Ridgeline || Used Cars || Schenectady || Used Lot || Bad Credit || No Credit || Honda Ridgeline  || Ridgeline || Ridgeline   "
2015 V-STAR 1300 TOURER!!! JUST PURCHASED YAMAHA FACTORY SALE!!!,http://albany.craigslist.org/mcd/5714231172.html,$10390, (UTICA),2016-08-03,09:51:17,2016-08-16,12:14:22,"
2015 V-STAR 1300 TOURER!!! JUST PURCHASED YAMAHA FACTORY SALE!!! LAST ONE!!

ORIGINAL RETAIL WAS $12,765

OUR PRICE IS $10,390

$2,375 SAVINGS OFF OF ORIGINAL PRICE!!!

INCLUDES A FULL-FACTORY WARRANTY!!!!

The V Star 1300 Tourer comes standard with hard leather-wrapped sidebags, passenger backrest and windshield. The touring package is designed from the factory so it's styled consistently with the bike's fluid lines.

The midsize V Star 1300 Tourer brings modern-classic styling along for a lighter, sportier, hot-rod-inspired ride.

80-cubic-inch (1304cc) liquid-cooled, fuel-injected V-twin produces excellent power across the board along with a highly stimulating exhaust note.

Modern-classic design, including a two-into-one exhaust, gives the V Star 1300 Tourer that distinctive StarÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â® look.

Steel chassis gets 48 percent of the bike's weight on the front tire, for quick, light handling and maneuverability.

Authentic cruiser features such as belt drive, steel fenders and fuel tank, open up the customization possibilities even further.

Estimated 42 mpg* means over 200 miles of riding between fill-ups.
The Star Accessories Catalog is packed full of high-quality parts that invite Star owners to fully express their individuality.

A 3D tank emblem design adorns the V Star 1300 Tourer and evokes a modern-classic look.

The V Star 1300 Tourer gets lots of chrome with a chrome headlight housing and chrome belt guard. Plus, there's a gloss black finish on the frame that adds a high-quality look.

Star quality paint, chrome and detailing vie for attention wherever you look; fenders are steel not plastic.

Retro-modern bar-mounted instrumentation contains analog speedometer along with LCD display; indicator lights for high beam, turn signal, low oil level, low fuel, coolant temperature, neutral--and engine diagnostic function.

Floating floorboards and an adjustable heel/toe shifter provide a comfortable, low-effort ride and makes moving through the 5-speed gearbox a snap.

02 sensor and catalyst reduce emissions.

COME IN AND SEE IT NOW!
SPORTS UNLIMITED!
WERE AT 5654 HORATIO STREET UTICA,NY 13502.
OUR NUMBER IS 
 show contact info



ags ignore:::: ATV atv sxs SXS SxS side by side utv offroad polaris yamaha arctic cat arcticcat skidoo ski doo canam can-am can am honda suzuki kawasaki snowmobile motorcycle youth gokart go kart mini bike minibike dirtbike dirt bike sportsman ace ranger rancher mule kubota trike outlaw 50 65 70 80 90 100 110 120 125 140 85 250 230 225 335 425 400 380 170 450 500 550 600 650 700 750 800 850 
 show contact info
harley hd harley davidson indian spyder    "
"ACURA ILX, RLX/HONDA CIVIC, CR-V 07-15 A/C COMPRESSOR",http://albany.craigslist.org/pts/5709462668.html,$125, (STILLWATER),2016-07-31,10:42:26,2016-08-06,08:13:32,"
Acura/Honda Original Equipment Sanden A/C Compressor Tested/Working. Fits Acura/Honda Models as Follows:
2013-2015 Acura ILX 2.4L
2007-2012 Acura RDX 2.3L
2012-2014 Honda Civic 2.4L
2007-2015 Honda CR-V 2.4L    "
2013 *Honda CR-Z* EX 2dr Hatchback CVT - Honda Blue,http://albany.craigslist.org/ctd/5719273241.html,$14997," (East Greenbush, NY)",2016-08-06,11:30:52,N/A,,"
  2013 **Honda CR-Z** EX 2dr Hatchback CVT

Michael's Auto Plaza ☎ Phone:(518) 730-4202 ext: 0211

 Year: *2013*
Make: *Honda*
Model: *CR-Z*
Series *EX 2dr Hatchback CVT*
Exterior Color: Blue
Interior Color: Gray
Engine: 1.5L I4
Doors: 
Odometer: 16572
Stock #: 10156
VIN: JHMZF1D66DS000667
Price: 14997 
**Honda CR-Z**, Drive away today with this already serviced ONE OWNER Clean Carfax 2013 Honda CR-Z EX, Blue with Gray Interior, 16k miles, Paddle Shifters, Traction Control, Backup Camera, Stereo Controls on the Wheel, Keyelss Entry,  Power Windows, Locks & Mirrors. A/C, Cruise, Tilt, CD.      Trades Welcome - All Reasonable Offers Considered!!! We ship our vehicles worldwide, please call us for a shipping quote. WE OFFER GUARANTEED CREDIT PROGRAMS!!!! Call Toll FRE or TEXT anytim!! FREE Carfax available on any vehicle! Call for your copy today! FINANCING for ALL needs! Rates From 2.74% APR if credit qualified! Great rates for the credit challenged too!       AD CREATED BY AUTOMOTIVE ENHANCEMENT              PHON       Information deemed reliable, but not guaranteed. Interested parties should confirm all data before relying on it to make a purchase decision. All prices and specifications are subject to change without notice. Prices may not include additional fees such as government fees and taxes, title and registration fees, finance charges, dealer document preparation fees, processing fees, and emission testing and compliance charges., 2013 **Honda CR-Z** EX 2dr Hatchback CVT
   For more information on this 2013 **Honda CR-Z** EX 2dr Hatchback CVT:  

☎ Phone:    (518) 730-4202 ext: 0211
WEB:            http://classifieds.usedcar.zone/r?P=3593686&U;=1
Instant Credit Approval:   http://classifieds.usedcar.zone/r?P=3593686&U;=3


  Good Credit, No Credit, Bad Credit and First-Time Buyers.   We Can Help!!!! 
  Our Special Financing department is here for you.  Call our team at (518) 730-4202 ext: 0211 to get qualified today. You can also apply online at: http://classifieds.usedcar.zone/r?P=3593686&U;=3
This *Honda CR-Z* is offered by:
Michael's Auto Plaza
601 Columbia Tpke
East Greenbush, NY 12061
Phone:  (518) 730-4202 ext: 0211

Store Hours:
Mon - Thur:  9am - 8pm
Friday:  9am - 6pm
Saturday:  9am - 6pm
Sunday:  10am - 5pm

Equipment / Features on this ***Honda CR-Z*** 
Door Handle Color - Body-Color Front Bumper Color - Body-Color Mirror Color - Body-Color Rear Bumper Color - Body-Color Air Filtration Center Console Trim - Simulated Alloy Dash Trim - Simulated Alloy Door Trim - Simulated Alloy Floor Material - Carpet Floor Mats - Front Foot Pedal Trim - Aluminum Front Air Conditioning - Automatic Climate Control Front Air Conditioning Zones - Dual Steering Wheel Trim - Leather Ambient Lighting Assist Handle - Front Cargo Area Light Cargo Cover - Retractable Center Console - Front Console With Storage Cruise Control Cupholders - Front Footwell Lights Multi-Function Remote - Keyless Entry One-Touch Windows - 1 Power Outlet(S) - 12V Front Power Steering - Variable/Speed-Proportional Power Windows - Lockout Button Reading Lights - Front Retained Accessory Power Steering Wheel - Tilt And Telescopic Steering Wheel Mounted Controls - Audio Steering Wheel Mounted Controls - Cruise Control Steering Wheel Mounted Controls - Multi-Function Steering Wheel Mounted Controls - Paddle Shifter Steering Wheel Mounted Controls - Phone Storage - Door Pockets Storage - In Dash Vanity Mirrors - Dual Illuminating Front Brake Type - Ventilated Disc Front Shock Type - Gas Front Spring Type - Coil Front Struts - Macpherson Front Suspension Type - Lower Control Arms Hill Holder Control Rear Brake Type - Disc Rear Shock Type - Gas Rear Spring Type - Coil Rear Suspension Type - Torsion Beam Abs - 4-Wheel Braking Assist

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this Honda CR-Z, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Michael's Auto Plaza at (518) 730-4202.
2013 Honda CR-Z EX 2dr Hatchback CVT || 3593686 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || CR-Z || EX 2dr Hatchback CVT || Honda CR-Z || Used Cars || East Greenbush || Used Lot || Bad Credit || No Credit || Honda CR-Z EX 2dr Hatchback CVT

Ad created using Automotive Enhancement 518-821-2685 "
2001 Honda Civic for sale,http://albany.craigslist.org/cto/5725369757.html,$1250, (Greenfield Center),2016-08-10,09:39:20,2016-08-11,09:33:11,"
2001 Honda Civic for sale. Approximately 185,000 miles on odometer. 5 speed manual 

The good:
Runs and starts well, was being driven an hour one way to work five times a week up until this week when new car purchased. No check engine lights!
Lots of recent maintenance :
-Spark plugs and coil packs changed this spring
-Manual transmission fluid changed at Saratoga Honda summer 2015
-Rear drums replaced June 2016
-Brand new general altimax tires mounted and balanced June 2016 (approximately 5,000 miles on them)
-Timing belt was done approximately 2011 at ~110k miles

The bad:
-Rust on passenger side door and above rear passenger wheel. 
-ghetto spoiler delete (removed because it was rusting/falling off)
-Hood pins (hood latch broke - removed and installed sparco hood pins which work great)
-Interior - passenger side door panel very loose, upholstery pulling away on inside roof and door panels. 
-Burning about 1.5 quarts of oil every 5 thousand miles
-Recently started consuming coolant (about 1 quart per week). Not leaking from anywhere so I'm assuming it's finding its way into the engine, which would probably indicate the engine needs a new head gasket 

Text 51Eight-3Three8-5Nine98. Asking $1250, make me an offer. 


"
2011 *Honda Pilot* - BK,http://albany.craigslist.org/ctd/5727552245.html,Not Listed, (Pilot - Schenectady),2016-08-11,14:22:56,2016-08-16,16:22:27,"
  2011 *Honda Pilot*   

Available at: Tower Auto Sales ☎ Phone: (518) 303-5054 ext: 0004 ☎

 Year: *2011*
Make: *Honda*
Model: *Pilot*
Series **
Exterior Color: BK
Interior Color: 
Odometer: 72787
Stock #: 
VIN: 5FNYF4H43BB032011

**Honda Pilot**, 2011 Honda Pilot EX is nice to look at, nice to be seen in, and nice on your wallet, too!   You ll have no problem getting where you need to go thanks to this 3.5L V6 engine and front-wheel-drive. Load everyone up, throw some overnight bags in the back, crank up the tunes, and head out in search of a new adventure! No, don t stop at the gas station on your way out of town! This Pilot gets 16/22 mpg city/highway and still has plenty in the tank!  Kids bickering? Big deal! Put one in the 2nd row and one in the 3rd row. Still bickering? No worries! You can grab the snacks you stored in the rear hidden storage compartment and play a quick round of  Let s Make A Deal!  with them. This Pilot has all the bases covered!  Life s an adventure and this Pilot is ready to get you there! Print this page and call us Now. We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call a!, BK, Stock #: 9266,|VIN: 5FNYF4H43BB032011, Mileage: 72787, 2011 Honda Pilot , **Pilot **
Equipment / Features on this *Honda Pilot* 


   For more information on this 2011 *Honda Pilot* :  


☎ Phone:   (518) 303-5054 ext: 0004
WEB:         http://classifieds.usedcar.zone/r?P=3674014&U;=1


This *Honda Pilot* is offered by:
Tower Auto Sales
1806 State St
Schenectady, NY 12304
Phone: ☎ (518) 303-5054 ext: 0004 

DISCLAIMER: While every reasonable effort is made to ensure the accuracy of the information for this 2011 Honda Pilot , we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Tower Auto Sales at (518) 303-5054.
2011 Honda Pilot  || 3674014 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 || Honda || Pilot ||  || Honda Pilot || Used Cars || Schenectady || Used Lot || Bad Credit || No Credit || Honda Pilot  || Pilot || Pilot   "
2015 honda rubicon 4x4,http://albany.craigslist.org/rvs/5730599188.html,$7500, (Northville),2016-08-13,12:29:07,2016-08-13,12:37:11,"
2015 honda rubicon 500
640 miles
Brand new warn 3000lb winch
All services done at outdoor motor sports
Runs and rides excellent 
Very good shape 7500 obo
Call or text 518 eight59-nine425





Ignore: canam atv quad kawasaki polaris 4 wheeler arctic cat trail foreman    "
2015 Honda FourTrax Rancher 420 MINT!!! Low Miles!!!,http://albany.craigslist.org/snd/5727811289.html,$5499," (Glenville, NY)",2016-08-11,16:43:44,2016-08-14,11:02:24,"
2015 Honda Fourtrax Rancher 420 EFI!!!  Only 400 Miles!!!  Selectable 2WD/4WD!!! Super Nice!!!$5499!!!

B & B PowerSports

Chris 
 show contact info




"
2015 V-STAR 950!!! JUST PURCHASED YAMAHA FACTORY SALE!!! LAST ONES!!,http://albany.craigslist.org/mcd/5714432267.html,$6999, (UTICA),2016-08-03,11:45:33,2016-08-16,12:14:46,"
2015 V-STAR 950!!! JUST PURCHASED YAMAHA FACTORY SALE!!! LAST ONES!!

ONE AVAILABLE IN REDDISH COPPER!!

AND ONE AVAILABLE IN RAVEN BLACK!!

ORIGINAL RETAIL WAS $9,065

OUR PRICE IS $6,999 ON EACH!!

$2,065 SAVINGS OFF OF ORIGINAL PRICE!!!

INCLUDES A FULL-FACTORY WARRANTY!!!!

V Star 950 is the benchmark in the entry cruiser class, appealing to seasoned riders as well as those looking for a friendly entry-level cruiser. The air-cooled V-twin delivers plenty of distinctive, big-cruiser character and pulsing torque feel. Seat height is an extra-low 26.6 inches. The full-sized chassis has a long, low look and provides spacious comfort. Handling is sporty and responsive, great for curvy back roads and commuting around town as well as open-highway cruising.

The 942cc 60ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â° V-twin engine is both simple and sophisticated. Sure, there's no-fuss air cooling for traditional looks. But inside you'll find the reason for the surprisingly spirited performance: four-valve cylinder heads, ceramic-composite-lined cylinders, forged aluminum pistons, and fuel injection. The meticulously tuned 2-into-1 exhaust system has a throaty exhaust note, and also 3-way catalyst technology to reduce air pollution.

The carefully designed chassis contributes to an exceptionally light feeling riders are sure to appreciate. The double-cradle steel main frame offers an ideal rigidity balance in the longitudinal, lateral, and torsional directions, using the engine as a stressed member. With the engine mounting position slightly forward for optimum front-rear weight distribution and its large, 18-inch front wheel, V Star 950 has outstanding handling performance.

The V Star 950 achieves fuel economy up to an estimated 47 mpg* with a fuel tank that holds 4.5 gallons of gas.

Fenders are real steel, front and rear. That adds to the quality look and feel, and makes customization easier.

The 58 cubic inch (942cc) engine is an air-cooled SOHC 60ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â° V twin. With four valves per cylinder, a pent-roof shaped combustion chamber, and 9.0:1 compression ratio, this engine has been carefully designed to produce excellent power characteristics, and best-in-class acceleration.

To keep friction loss to a minimum and help the engine achieve the ideal performance characteristics, special compact roller-type rocker arms with needle bearings are used. These also reduce top-end weight for excellent mass centralization.

The combustion chamber shape was precisely engineered to direct the fuel air charge into the center of the piston for faster combustion and maximum power. Ceramic-composite-plated cylinders provide excellent heat dissipation and reduced oil consumption.

High-quality forged aluminum pistons have a lightweight, high-strength compact design that contributes to reduce vibration.

Sophisticated fuel injection is used on the V Star 950. The injectors are four-hole, two-directional types with spray aimed at the valve surfaces. That produces good fuel atomization for faster and more complete combustion which contributes to excellent drivability. The fuel injection system also adopts an ISC (Idling Speed Control) valve for outstanding idling stability.

Lubrication is provided by a simple, reliable wet sump system.

The 5-speed transmission has a smooth shifting feeling, and gear ratios spaced to let the rider take full advantage of the engine's torque characteristics and enjoy comfortable cruising at highway speeds. 

Naturally, power is efficiently transferred to the rear wheel using a simple, quiet belt drive.
The engine's look is highly detailed, with polished cylinder fins and beautifully chrome-plated cylinder head covers, for an exceptional appearance sure to be noticed.

COME IN AND THEM IT NOW!
SPORTS UNLIMITED!
WERE AT 5654 HORATIO STREET UTICA,NY 13502.
OUR NUMBER IS 
 show contact info



ags ignore:::: ATV atv sxs SXS SxS side by side utv offroad polaris yamaha arctic cat arcticcat skidoo ski doo canam can-am can am honda suzuki kawasaki snowmobile motorcycle youth gokart go kart mini bike minibike dirtbike dirt bike sportsman ace ranger rancher mule kubota trike outlaw 50 65 70 80 90 100 110 120 125 140 85 250 230 225 335 425 400 380 170 450 500 550 600 650 700 750 800 850 
 show contact info
harley hd harley davidson indian spyder    "
SUMMER RIDE PRICE SLAM SAVE $$$$,http://albany.craigslist.org/mcd/5648639541.html,Not Listed, (albany ( honda )),2016-06-22,16:41:15,2016-07-05,13:34:14,"
CRAZZZZZZZZZZZZZZY - SUMMER 2016 DEALS ON ALL ON - OFF ROAD -ATVS HONDAS IN STOCK  2015  &  2016 s  ALBANY HONDA 390 NEW KARNER RD ALBANY NY ( corner rt 155 new karner rd & rt 5 central ave ) batteries- oil - filters- helmets - goggles - gloves   odds & ends BEST DEALS NOW !!!!!!!    "
2008 Honda Ridgeline RT 4x4 4dr Crew Cab Pickup Truck,http://albany.craigslist.org/ctd/5709974201.html,$15995, (*Honda* *Ridgeline*),2016-07-31,16:14:47,N/A,,"
       
        Tower Auto Sales

            Call Us : (518) 213-5275


        General Information
    


Year : 2008
            

Make : Honda
            

Model : Ridgeline
            

Exterior Color : SIL
        

Interior Color : Unspecified
                

Fuel : GASOLINE
                

Transmission : AUTOMATIC 5-SPEED
                

Engine : 3.5L V6
                

Stock Number : 9282
        

VIN Number : 2HJYK16218H542786
        

Miles : 77926
            

Price : 

          
                $ 15995
          
            



        Vehicle Information
    



Description : 

                        Did you know that the Ridgeline was introduced for the 2006 model year, and quickly became a top seller for Honda? This truck also has a few unique features, like a lockable trunk under the cargo bed that owners like you seem to really love.   You have also picked out a very nice RT that gives you so many additional features just not found on today s competition like a comprehensive list of safety features, including traction control, stability control, ABS with brake assist, seat-mounted side airbags, and full-length side curtain airbags.   You will also love this fuel sipping drive train - a 3.5-liter V6 mated to a five-speed automatic transmission delivers mid 250 hp! Print this page and call us Now... We Know You Will Enjoy Your Test Drive Towards Ownership! Stop in today at Tower Auto Sales or give us a call at 518-382-8397!

Options : 

                        Body-colored bumpers,Rear passenger doors,Multi-reflector halogen headlights w/auto-off feature,Variable intermittent windshield wipers w/auto heated wiper zone,Dual-action tailgate,Rear privacy glass,Heat-rejecting green-tinted glass,Pwr folding mirrors,Pwr sliding rear window w/open indicator reminder chime,Center console w/sliding armrest storage,Pwr door locks,Remote entry system,Front/rear grab handles,Beverage holders-inc: (2) front & (4) rear,Pwr windows w/driver auto-up/down,Dual illuminated vanity mirrors w/sliding extensions,Front/rear HD all-weather floor mats,12V pwr outlets-inc: (2) front (1) rear,2nd row garment hooks,Trip computer,Immobilizer theft-deterrent system,Rear seat heater ducts,Door pocket storage bins,60/40 split fold rear seat w/lift-up feature fold-down armrest underseat storage,Seatback pockets,Maintenance Minder system,Steering wheel-mounted cruise controls,Front cloth bucket seats-inc: 6-way manual driver seat,Tire pressure monitoring system,Warning lights-inc: low-fuel low-oil pressure tailgate open bed trunk open pwr sliding cabin window open passenger-side air bag off,Cruise control,Sunglasses holder,Flat rear floor,Remote fuel filler door release,Hidden roof-mounted antenna,Head restraints at all seating positions,Front/rear map lights,Front door courtesy lights,Air conditioning w/air-filtration system,Adjustable steering column,Front/rear stabilizer bars,Steel-reinforced composite bed-inc: lockable in-bed trunk dual-action tailgate motorcycle wheel indents (6) HD tie-down cleats (4) bed lights w/auto-off timer,Four wheel drive,Locking rear differential,HD front/rear tow hooks,Variable pwr rack & pinion steering,HD transmission cooler,17 x 7.5 styled steel wheels,3.5L SOHC MPFI 24-valve VTEC V6 engine,Direct ignition system,P245/65SR17 all-season tires,MacPherson strut front suspension,GVWR 6050lbs,Drive-by-wire throttle,HD pwr steering cooler,4-pin/7-pin trailer pre-wiring,Multi-link rear suspension w/trailing arms,Compact spare tire,HD radiator w/dual 160-watt fans,Pwr ventilated front/solid rear disc brakes,5-speed automatic transmission w/OD,Close-boxed frame w/unit-body construction,Brake assist,3-point seat belts in all seating positions-inc: front automatic tensioning system front adjustable seat belt anchors,Side curtain airbags w/rollover sensor front & rear,Dual-stage dual-threshold front airbags,4-wheel anti-lock braking system (ABS) w/electronic brake distribution (EBD),Side-impact door beams,2nd row lower anchors & tethers for children (LATCH) w/(3) positions,Emergency trunk release,Vehicle Stability Assist (VSA) w/traction control,Dual front side-impact airbags w/passenger side occupant position detection system,Child-proof rear door locks

 

Go to URL below to Email, Get Financed and View More Pictures
http://www.vehiclefinderusa.com/towerautosales/2HJYK16218H542786





        Dealer Information
    


Tower Auto Sales
Phone : (518) 213-5275

1806 State Street Schenectady, NY 12304



Why Buy From Us ???  
        Why Buy From Us ???  Here at Tower Auto Sales in Schenectady NY, we strive to help everyone, regardless of their recent credit history get into a car, truck or SUV that meets their transportation needs. We work with a diverse group of lenders, allowing us to offer the best rates and terms available for your next vehicle purchase. Got Credit Problems? Call us Today!What Our Customers Are Saying....I would highly recommend Tower Auto Sales to anyone looking for a used car!!! I recently purchased a 2012 Ford Fusion from Tower Auto Sales. The car was very clean and priced appropriately, the dealership had a comfortable atmosphere and the staff was extremely friendly, helpful and honest. Tower Auto Sales was a REFRESHING car buying experience!! Jason From Galway




*HONDA* *RIDGELINE* *HONDA* *RIDGELINE* *HONDA* *RIDGELINE* *HONDA* *RIDGELINE* *HONDA* *RIDGELINE*

Powered by : IproSell 		2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 15 14 13 12 11 10 09 08 07 06 05 04 03 02 01
    "
